Abricate_accession	Abricate_gene	gene family	product name	class	subclass	refseq protein	refseq nucleotide
A7J11_03461	mcr-1.1	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.1	COLISTIN	COLISTIN	WP_049589868.1	NG_050417.1
A7J11_05154	mcr-1.10	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.10	COLISTIN	COLISTIN	WP_096807442.1	NG_055583.1
A7J11_05224	mcr-1.11	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.11	COLISTIN	COLISTIN	WP_099982815.1	NG_055784.2
A7J11_05362	mcr-1.12	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.12	COLISTIN	COLISTIN	WP_104009850.1	NG_056412.1
A7J11_05467	mcr-1.13	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.13	COLISTIN	COLISTIN	WP_109545056.1	NG_057466.1
A7J11_05860	mcr-1.15	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.15	COLISTIN	COLISTIN	WP_116786830.1	NG_061610.1
A7J11_03754	mcr-1.2	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.2	COLISTIN	COLISTIN	WP_065274078.1	NG_051170.1
A7J11_04944	mcr-1.3	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.3	COLISTIN	COLISTIN	WP_077064885.1	NG_052861.1
A7J11_04837	mcr-1.4	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.4	COLISTIN	COLISTIN	WP_076611062.1	NG_052664.1
A7J11_04836	mcr-1.5	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.5	COLISTIN	COLISTIN	WP_076611061.1	NG_052663.1
A7J11_04952	mcr-1.6	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.6	COLISTIN	COLISTIN	WP_077248208.1	NG_052893.1
A7J11_04994	mcr-1.7	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.7	COLISTIN	COLISTIN	WP_085562392.1	NG_054678.1
A7J11_05013	mcr-1.8	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.8	COLISTIN	COLISTIN	WP_085562407.1	NG_054697.1
A7J11_05153	mcr-1.9	mcr-1	phosphoethanolamine--lipid A transferase MCR-1.9	COLISTIN	COLISTIN	WP_099982800.1	NG_055582.1
A7J11_03753	mcr-2.1	mcr-2	phosphoethanolamine--lipid A transferase MCR-2.1	COLISTIN	COLISTIN	WP_065419574.1	NG_051171.1
A7J11_05135	mcr-2.2	mcr-2	phosphoethanolamine--lipid A transferase MCR-2.2	COLISTIN	COLISTIN	WP_078254299.1	NG_055496.1
A7J11_05144	mcr-3.1	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.1	COLISTIN	COLISTIN	WP_039026394.1	NG_055505.1
A7J11_05229	mcr-3.10	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.10	COLISTIN	COLISTIN	WP_099982820.1	NG_055799.1
A7J11_05348	mcr-3.11	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.11	COLISTIN	COLISTIN	WP_102607465.1	NG_056184.1
A7J11_05485	mcr-3.12	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.12	COLISTIN	COLISTIN	WP_109545070.1	NG_057484.1
A7J11_05745	mcr-3.13	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.13	COLISTIN	COLISTIN	WP_111273842.1	NG_060514.1
A7J11_05746	mcr-3.14	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.14	COLISTIN	COLISTIN	WP_111273843.1	NG_060515.1
A7J11_05747	mcr-3.15	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.15	COLISTIN	COLISTIN	WP_111273844.1	NG_060516.1
A7J11_05748	mcr-3.16	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.16	COLISTIN	COLISTIN	WP_111273845.1	NG_060517.1
A7J11_05749	mcr-3.17	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.17	COLISTIN	COLISTIN	WP_111273846.1	NG_060518.1
A7J11_05750	mcr-3.18	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.18	COLISTIN	COLISTIN	WP_111273847.1	NG_060519.1
A7J11_05136	mcr-3.19	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.19	COLISTIN	COLISTIN	WP_087879616.1	NG_055497.1
A7J11_05149	mcr-3.2	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.2	COLISTIN	COLISTIN	WP_094315354.1	NG_055523.1
A7J11_05132	mcr-3.20	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.20	COLISTIN	COLISTIN	WP_065801616.1	NG_055493.1
A7J11_05801	mcr-3.21	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.21	COLISTIN	COLISTIN	WP_094312656.1	NG_060582.1
A7J11_05800	mcr-3.22	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.22	COLISTIN	COLISTIN	WP_094308975.1	NG_060581.1
A7J11_05802	mcr-3.23	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.23	COLISTIN	COLISTIN	WP_094313523.1	NG_060583.1
A7J11_05799	mcr-3.24	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.24	COLISTIN	COLISTIN	WP_094321595.1	NG_060580.1
A7J11_05804	mcr-3.25	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.25	COLISTIN	COLISTIN	WP_103252528.1	NG_060585.1
A7J11_05223	mcr-3.3	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.3	COLISTIN	COLISTIN	WP_099982814.1	NG_055783.1
A7J11_05131	mcr-3.4	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.4	COLISTIN	COLISTIN	WP_065804663.1	NG_055492.1
A7J11_05222	mcr-3.5	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.5	COLISTIN	COLISTIN	WP_089613755.1	NG_055782.1
A7J11_05191	mcr-3.6	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.6	COLISTIN	COLISTIN	WP_042649074.1	NG_055660.1
A7J11_05192	mcr-3.7	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.7	COLISTIN	COLISTIN	WP_099156047.1	NG_055661.1
A7J11_05193	mcr-3.8	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.8	COLISTIN	COLISTIN	WP_099156048.1	NG_055662.1
A7J11_05194	mcr-3.9	mcr-3	phosphoethanolamine--lipid A transferase MCR-3.9	COLISTIN	COLISTIN	WP_099156049.1	NG_055663.1
A7J11_05471	mcr-4.1	mcr-4	phosphoethanolamine--lipid A transferase MCR-4.1	COLISTIN	COLISTIN	WP_099156046.1	NG_057470.1
A7J11_05472	mcr-4.2	mcr-4	phosphoethanolamine--lipid A transferase MCR-4.2	COLISTIN	COLISTIN	WP_109545058.1	NG_057471.1
A7J11_05462	mcr-4.3	mcr-4	phosphoethanolamine--lipid A transferase MCR-4.3	COLISTIN	COLISTIN	WP_011638903.1	NG_057461.1
A7J11_05466	mcr-4.4	mcr-4	phosphoethanolamine--lipid A transferase MCR-4.4	COLISTIN	COLISTIN	WP_109545055.1	NG_057465.1
A7J11_05465	mcr-4.5	mcr-4	phosphoethanolamine--lipid A transferase MCR-4.5	COLISTIN	COLISTIN	WP_109545054.1	NG_057464.1
A7J11_05858	mcr-4.6	mcr-4	phosphoethanolamine--lipid A transferase MCR-4.6	COLISTIN	COLISTIN	WP_116786828.1	NG_061608.1
A7J11_05189	mcr-5.1	mcr-5	phosphoethanolamine--lipid A transferase MCR-5.1	COLISTIN	COLISTIN	WP_053821788.1	NG_055658.1
A7J11_05468	mcr-5.2	mcr-5	phosphoethanolamine--lipid A transferase MCR-5.2	COLISTIN	COLISTIN	WP_109545057.1	NG_057467.1
A7J11_05842	mcr-5.3	mcr-5	phosphoethanolamine--lipid A transferase MCR-5.3	COLISTIN	COLISTIN	WP_114699278.1	NG_061405.1
A7J11_05221	mcr-6.1	mcr-6	phosphoethanolamine--lipid A transferase MCR-6.1	COLISTIN	COLISTIN	WP_099982813.1	NG_055781.1
A7J11_05363	mcr-7.1	mcr-7	phosphoethanolamine--lipid A transferase MCR-7.1	COLISTIN	COLISTIN	WP_104009851.1	NG_056413.1
A7J11_05810	mcr-8.1	mcr-8	phosphoethanolamine--lipid A transferase MCR-8.1	COLISTIN	COLISTIN	WP_114699275.1	NG_061399.1
A7J11_05857	mcr-8.2	mcr-8	phosphoethanolamine--lipid A transferase MCR-8.2	COLISTIN	COLISTIN	WP_072310976.1	NG_061627.1
A7J11_01504	mecA	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_063852617.1	NG_047940.1
A7J11_02952	mecA	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_057521704.1	NG_047945.1
A7J11_03606	mecA	mecA	ceftaroline-resistant PBP2a family peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_063852670.1	NG_047946.1
A7J11_03607	mecA	mecA	ceftaroline-resistant PBP2a family peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_063852677.1	NG_047947.1
A7J11_03608	mecA	mecA	ceftaroline-resistant PBP2a family peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_063852683.1	NG_047948.1
A7J11_00567	mecA	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_000721309.1	NG_047937.1
A7J11_00528	mecA	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_000721310.1	NG_047938.1
A7J11_01381	mecA	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_000721306.1	NG_047939.1
A7J11_00806	mecA	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_063851348.1	NG_047936.1
A7J11_01648	mecA	mecA	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA	BETA-LACTAM	METHICILLIN	WP_063852626.1	NG_047941.1
A7J11_01521	mecA1	mecA1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1	BETA-LACTAM	METHICILLIN	WP_058611717.1	NG_047950.1
A7J11_00219	mecA1	mecA1	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA1	BETA-LACTAM	METHICILLIN	WP_048540464.1	NG_047949.1
A7J11_02722	mecA2	mecA2	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2	BETA-LACTAM	METHICILLIN	WP_063852700.1	NG_047952.1
A7J11_01647	mecA2	mecA2	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA2	BETA-LACTAM	METHICILLIN	WP_063852694.1	NG_047951.1
A7J11_02306	mecB	mecB	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB	BETA-LACTAM	METHICILLIN	WP_012655867.1	NG_047953.1
A7J11_03451	mecB	mecB	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecB	BETA-LACTAM	METHICILLIN	WP_063852710.1	NG_047954.1
A7J11_02652	mecC	mecC	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC	BETA-LACTAM	METHICILLIN	WP_000725529.1	NG_047955.1
A7J11_06028	mecC2	mecC2	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC2	BETA-LACTAM	METHICILLIN	WP_128268231.1	NG_063821.1
A7J11_06046	mecC3	mecC3	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecC3	BETA-LACTAM	METHICILLIN	WP_069996660.1	NG_063822.1
A7J11_05049	mecD	mecD	PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecD	BETA-LACTAM	METHICILLIN	WP_087587946.1	NG_054960.1
A7J11_02300	mecI	mecI	mecA-type methicillin resistance repressor MecI	BETA-LACTAM	METHICILLIN	WP_000369216.1	NG_047956.1
A7J11_02653	mecI	mecI	mecC-type methicillin resistance repressor MecI	BETA-LACTAM	METHICILLIN	WP_000196386.1	NG_050586.1
A7J11_05181	mecI	mecI	mecA-type methicillin resistance repressor MecI	BETA-LACTAM	METHICILLIN	WP_000369214.1	NG_055650.1
A7J11_03757	mecR1	mecR1	beta-lactam sensor/signal transducer MecR1	BETA-LACTAM	METHICILLIN	WP_000952923.1	NG_051163.1
A7J11_00249	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_000417519.1	NG_047958.1
A7J11_00720	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_000417517.1	NG_047957.1
A7J11_01168	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853554.1	NG_047959.1
A7J11_01208	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853563.1	NG_047960.1
A7J11_01209	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_018374806.1	NG_047961.1
A7J11_01210	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853574.1	NG_047962.1
A7J11_01574	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853602.1	NG_047964.1
A7J11_01707	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853625.1	NG_047966.1
A7J11_01708	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853632.1	NG_047967.1
A7J11_01758	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853638.1	NG_047968.1
A7J11_01828	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853648.1	NG_047969.1
A7J11_02005	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853682.1	NG_047971.1
A7J11_02240	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853713.1	NG_047976.1
A7J11_02193	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853698.1	NG_047973.1
A7J11_02194	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853705.1	NG_047974.1
A7J11_02195	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_014636304.1	NG_047975.1
A7J11_03184	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_024127829.1	NG_047977.1
A7J11_01412	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853591.1	NG_047963.1
A7J11_02187	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_063853689.1	NG_047972.1
A7J11_01258	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_058621816.1	NG_047965.1
A7J11_01931	mef(A)	mef(A)	macrolide efflux MFS transporter Mef(A)	MACROLIDE	MACROLIDE	WP_012102963.1	NG_047970.1
A7J11_02261	mef(B)	mef(B)	macrolide efflux MFS transporter Mef(B)	MACROLIDE	MACROLIDE	WP_032492336.1	NG_047978.1
A7J11_02765	mef(C)	mef(C)	macrolide efflux MFS transporter Mef(C)	MACROLIDE	MACROLIDE	WP_014386804.1	NG_047979.1
A7J11_00508	mef(En2)	mef(En2)	macrolide efflux MFS transporter Mef(En2)	MACROLIDE	MACROLIDE	WP_063853729.1	NG_047980.1
A7J11_00985	mgt	mgt	macrolide-inactivating glycosyltransferase	MACROLIDE	MACROLIDE	WP_063853740.1	NG_047982.1
A7J11_01108	mgt	mgt	macrolide-inactivating glycosyltransferase	MACROLIDE	MACROLIDE	WP_003972830.1	NG_047984.1
A7J11_00923	mgt	mgt	macrolide-inactivating glycosyltransferase	MACROLIDE	MACROLIDE	WP_053138975.1	NG_047983.1
A7J11_00571	mph(A)	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_063853854.1	NG_047986.1
A7J11_00726	mph(A)	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_063853866.1	NG_047987.1
A7J11_00693	mph(A)	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_000219391.1	NG_047985.1
A7J11_00158	mph(B)	mph(B)	Mph(B) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_000031017.1	NG_047988.1
A7J11_05208	mph(B)	mph(B)	Mph(B) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_002047670.1	NG_055768.1
A7J11_05211	mph(B)	mph(B)	Mph(B) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_016078774.1	NG_055771.1
A7J11_00812	mph(C)	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_000196697.1	NG_047991.1
A7J11_00005	mph(C)	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_063853881.1	NG_047989.1
A7J11_00490	mph(C)	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_063853892.1	NG_047990.1
A7J11_01789	mph(C)	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_063854131.1	NG_047992.1
A7J11_01788	mph(C)	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_063854137.1	NG_047993.1
A7J11_01832	mph(C)	mph(C)	Mph(C) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_063854150.1	NG_047994.1
A7J11_01706	mph(E)	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_000155092.1	NG_047995.1
A7J11_02655	mph(E)	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_014325835.1	NG_047996.1
A7J11_01849	mph(F)	mph(F)	Mph(F) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_021263608.1	NG_047997.1
A7J11_02764	mph(G)	mph(G)	Mph(G) family macrolide 2'-phosphotransferase	MACROLIDE	MACROLIDE	WP_014386803.1	NG_047998.1
A7J11_06035	mphJ	mphJ	macrolide 2'-phosphotransferase MphJ	MACROLIDE	ERYTHROMYCIN/TELITHROMYCIN/TYLOSIN	WP_087349244.1	NG_063823.1
A7J11_01600	msr(A)	msr(A)	ABC-F type ribosomal protection protein Msr(A)	MACROLIDE	MACROLIDE	WP_063854341.1	NG_048002.1
A7J11_05248	msr(A)	msr(A)	ABC-F type ribosomal protection protein Msr(A)	MACROLIDE	MACROLIDE	WP_000438874.1	NG_055998.1
A7J11_00307	msr(A)	msr(A)	ABC-F type ribosomal protection protein Msr(A)	MACROLIDE	MACROLIDE	WP_063854317.1	NG_048000.1
A7J11_00774	msr(A)	msr(A)	ABC-F type ribosomal protection protein Msr(A)	MACROLIDE	MACROLIDE	WP_002447408.1	NG_048001.1
A7J11_00818	msr(A)	msr(A)	ABC-F type ribosomal protection protein Msr(A)	MACROLIDE	MACROLIDE	WP_063854312.1	NG_047999.1
A7J11_00509	msr(C)	msr(C)	ABC-F type ribosomal protection protein Msr(C)	MACROLIDE	MACROLIDE	WP_063854349.1	NG_048003.1
A7J11_00146	msr(C)	msr(C)	ABC-F type ribosomal protection protein Msr(C)	MACROLIDE	MACROLIDE	WP_002314314.1	NG_048004.1
A7J11_00233	msr(D)	msr(D)	ABC-F type ribosomal protection protein Msr(D)	MACROLIDE	MACROLIDE	WP_000420317.1	NG_048005.1
A7J11_00144	msr(D)	msr(D)	ABC-F type ribosomal protection protein Msr(D)	MACROLIDE	MACROLIDE	WP_000420313.1	NG_048006.1
A7J11_01069	msr(E)	msr(E)	ABC-F type ribosomal protection protein Msr(E)	MACROLIDE	MACROLIDE	WP_000052512.1	NG_048007.1
A7J11_01733	mupA	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	MUPIROCIN	MUPIROCIN	WP_000163435.1	NG_048008.1
A7J11_05394	mupA	mupA	mupirocin-resistant isoleucine--tRNA ligase MupA	MUPIROCIN	MUPIROCIN	WP_012263521.1	NG_056478.1
A7J11_02773	mupB	mupB	mupirocin-resistant isoleucine--tRNA ligase MupB	MUPIROCIN	MUPIROCIN	WP_063854488.1	NG_048009.1
A7J11_00337	myrA	myrA	23S rRNA (guanine(748)-N(1))-methyltransferase MyrA	MACROLIDE	MACROLIDE	WP_063854489.1	NG_048010.1
A7J11_00926	nimA	nimA	nitroimidazole resistance protein NimA	NITROIMIDAZOLE	NITROIMIDAZOLE	WP_032488596.1	NG_048011.1
A7J11_00449	nimB	nimB	nitroimidazole resistance protein NimB	NITROIMIDAZOLE	NITROIMIDAZOLE	WP_063854490.1	NG_048012.1
A7J11_00492	nimC	nimC	nitroimidazole resistance protein NimC	NITROIMIDAZOLE	NITROIMIDAZOLE	WP_063854491.1	NG_048013.1
A7J11_00718	nimD	nimD	nitroimidazole resistance protein NimD	NITROIMIDAZOLE	NITROIMIDAZOLE	WP_063854492.1	NG_048014.1
A7J11_02900	nimE	nimE	nitroimidazole resistance protein NimE	NITROIMIDAZOLE	NITROIMIDAZOLE	WP_005812773.1	NG_048015.1
A7J11_03101	nimI	nimI	nitroimidazole resistance protein NimI	NITROIMIDAZOLE	NITROIMIDAZOLE	WP_021588763.1	NG_048016.1
A7J11_02899	nimJ	nimJ	nitroimidazole resistance protein NimJ	NITROIMIDAZOLE	NITROIMIDAZOLE	WP_005812825.1	NG_048017.1
A7J11_01990	npmA	npmA	16S rRNA (adenine(1408)-N(1))-methyltransferase NpmA	AMINOGLYCOSIDE	AMINOGLYCOSIDE	WP_032492089.1	NG_048018.1
A7J11_00201	nshR	nshR	NshR family nosiheptide/thiostrepton resistance 23S rRNA methyltransferase	THIOSTREPTON	THIOSTREPTON	WP_063854493.1	NG_048019.1
A7J11_00703	ole(B)	ole(B)	ABC-F type ribosomal protection protein Ole(B)	MACROLIDE	MACROLIDE	WP_063854494.1	NG_048020.1
A7J11_01781	oleD	oleD	oleandomycin glycosyltransferase OleD	MACROLIDE	MACROLIDE	WP_063854495.1	NG_048021.1
A7J11_01780	oleI	oleI	OleI family self-immunity macrolide glycosyltransferase	MACROLIDE	MACROLIDE	WP_030778152.1	NG_048022.1
A7J11_03455	optrA	optrA	ABC-F type ribosomal protection protein OptrA	PHENICOL/OXAZOLIDINONE	FLORFENICOL/OXAZOLIDINONE	WP_063854496.1	NG_048023.1
A7J11_01238	oqxA	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_002914189.1	NG_048024.1
A7J11_02674	oqxA10	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA10	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_004149398.1	NG_050418.1
A7J11_02644	oqxA11	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA11	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_004212918.1	NG_050419.1
A7J11_02714	oqxA2	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA2	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865358.1	NG_050420.1
A7J11_02969	oqxA3	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA3	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_004890321.1	NG_050421.1
A7J11_03127	oqxA4	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA4	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865368.1	NG_050422.1
A7J11_03128	oqxA5	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA5	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865373.1	NG_050423.1
A7J11_03129	oqxA6	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA6	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_047693838.1	NG_050424.1
A7J11_03130	oqxA7	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA7	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865385.1	NG_050425.1
A7J11_03131	oqxA8	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA8	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865390.1	NG_050426.1
A7J11_03132	oqxA9	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA9	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865399.1	NG_050427.1
A7J11_02095	oqxB	oqxB	multidrug efflux RND transporter permease subunit OqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_000347934.1	NG_048025.1
A7J11_03137	oqxB10	oqxB	multidrug efflux RND transporter permease subunit OqxB10	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865404.1	NG_050428.1
A7J11_03138	oqxB11	oqxB	multidrug efflux RND transporter permease subunit OqxB11	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865408.1	NG_050429.1
A7J11_03139	oqxB12	oqxB	multidrug efflux RND transporter permease subunit OqxB12	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865413.1	NG_050430.1
A7J11_03140	oqxB13	oqxB	multidrug efflux RND transporter permease subunit OqxB13	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865418.1	NG_050431.1
A7J11_03055	oqxB14	oqxB	multidrug efflux RND transporter permease subunit OqxB14	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_019704817.1	NG_050432.1
A7J11_03120	oqxB15	oqxB	multidrug efflux RND transporter permease subunit OqxB15	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_023323140.1	NG_050433.1
A7J11_03141	oqxB16	oqxB	multidrug efflux RND transporter permease subunit OqxB16	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865430.1	NG_050434.1
A7J11_02675	oqxB17	oqxB	multidrug efflux RND transporter permease subunit OqxB17	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_004899982.1	NG_050435.1
A7J11_03142	oqxB18	oqxB	multidrug efflux RND transporter permease subunit OqxB18	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865440.1	NG_050436.1
A7J11_02378	oqxB19	oqxB	multidrug efflux RND transporter permease subunit OqxB19	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_004149399.1	NG_050437.1
A7J11_02715	oqxB2	oqxB	multidrug efflux RND transporter permease subunit OqxB2	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_032495443.1	NG_050438.1
A7J11_03064	oqxB20	oqxB	multidrug efflux RND transporter permease subunit OqxB20	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_021312368.1	NG_050439.1
A7J11_03143	oqxB21	oqxB	multidrug efflux RND transporter permease subunit OqxB21	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_038435619.1	NG_050440.1
A7J11_03144	oqxB22	oqxB	multidrug efflux RND transporter permease subunit OqxB22	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	WP_063865478.1	NG_050441.1
